model,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,macro_precision_mean,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall_mean,macro_recall_std,macro_recall_min,macro_recall_max,recall_N_mean,recall_N_std,recall_N_min,recall_N_max,recall_B_mean,recall_B_std,recall_B_min,recall_B_max,recall_IR_mean,recall_IR_std,recall_IR_min,recall_IR_max,recall_OR_mean,recall_OR_std,recall_OR_min,recall_OR_max
mlp,0.9229235347985348,0.01780395780647524,0.8958905677655677,0.9421703296703297,0.9351190476190476,0.015521910488577739,0.9107142857142857,0.9523809523809524,0.9178571428571429,0.01597191412499853,0.8928571428571428,0.9285714285714286,0.9393154761904763,0.015135984256601894,0.9139880952380952,0.9504464285714286,0.9351190476190476,0.015521910488577685,0.9107142857142858,0.9523809523809524,1.0,0.0,1.0,1.0,0.9833333333333332,0.03726779962499652,0.9166666666666666,1.0,0.85,0.03726779962499654,0.8333333333333333,0.9166666666666666,0.9071428571428571,0.019561519910898845,0.8928571428571428,0.9285714285714286
random_forest,0.9164720695970697,0.015799759651505863,0.8908768315018315,0.934478021978022,0.9178571428571429,0.018054465342979935,0.8898809523809523,0.9404761904761905,0.9071428571428571,0.019561519910898863,0.875,0.9285714285714286,0.9310119047619047,0.010823067152908697,0.9139880952380952,0.9441964285714286,0.9178571428571429,0.018054465342979935,0.8898809523809523,0.9404761904761905,1.0,0.0,1.0,1.0,0.9333333333333332,0.037267799624996496,0.9166666666666666,1.0,0.8166666666666667,0.037267799624996475,0.75,0.8333333333333333,0.9214285714285715,0.01597191412499856,0.8928571428571428,0.9285714285714286
logistic_regression,0.8719139194139194,0.021436533851428647,0.8588369963369963,0.9081959706959707,0.893452380952381,0.01863389981249829,0.8809523809523809,0.9226190476190477,0.8678571428571429,0.015971914124998557,0.8571428571428571,0.8928571428571429,0.869047619047619,0.01969267897003875,0.8571428571428571,0.9025297619047619,0.893452380952381,0.01863389981249829,0.8809523809523809,0.9226190476190477,1.0,0.0,1.0,1.0,0.8666666666666666,0.045643546458763874,0.8333333333333333,0.9166666666666666,0.85,0.03726779962499651,0.8333333333333333,0.9166666666666666,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571
rbf_svm,0.8077380952380953,0.030102384204971078,0.7539262820512821,0.8231227106227106,0.8267857142857142,0.027950849718747377,0.7767857142857143,0.8392857142857143,0.8535714285714286,0.007985957062499266,0.8392857142857143,0.8571428571428572,0.8060416666666667,0.03199432447277777,0.7488095238095238,0.8206845238095238,0.8267857142857142,0.027950849718747377,0.7767857142857143,0.8392857142857143,0.7,0.1118033988749895,0.5,0.75,0.9166666666666666,0.0,0.9166666666666666,0.9166666666666666,0.8333333333333333,0.0,0.8333333333333333,0.8333333333333333,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571
