seed,model,feature_group,held_out_load,n_train_files,n_test_files,file_leakage_count,training_seconds,inference_seconds,best_params,macro_f1,balanced_accuracy,accuracy,macro_precision,macro_recall,recall_N,recall_B,recall_IR,recall_OR
2025,logistic_regression,NoAmplitude,0,42,14,0,0.09925849997671321,0.005845300038345158,"{""model__C"": 1.0}",0.7976190476190476,0.7976190476190476,0.7857142857142857,0.7976190476190476,0.7976190476190476,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571
2025,mlp,NoAmplitude,0,42,14,0,2.3242457999731414,0.00622270000167191,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 8}",0.8785714285714287,0.8809523809523809,0.8571428571428571,0.9017857142857143,0.8809523809523809,1.0,1.0,0.6666666666666666,0.8571428571428571
2025,logistic_regression,NoAmplitude,1,42,14,0,0.12175220000790432,0.005455799982883036,"{""model__C"": 1.0}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2025,mlp,NoAmplitude,1,42,14,0,2.2446764999767765,0.0048670999822206795,"{""dropout"": 0.2, ""weight_decay"": 0.001, ""epochs"": 5}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2025,logistic_regression,NoAmplitude,2,42,14,0,0.09909510001307353,0.005683999974280596,"{""model__C"": 10.0}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2025,mlp,NoAmplitude,2,42,14,0,2.839404500031378,0.005682100018020719,"{""dropout"": 0.2, ""weight_decay"": 0.001, ""epochs"": 7}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2025,logistic_regression,NoAmplitude,3,42,14,0,0.12538789998507127,0.007521899999119341,"{""model__C"": 1.0}",0.8682692307692308,0.8809523809523809,0.8571428571428571,0.9,0.8809523809523809,1.0,1.0,0.6666666666666666,0.8571428571428571
2025,mlp,NoAmplitude,3,42,14,0,2.348182399990037,0.004209299979265779,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 6}",0.8785714285714287,0.8809523809523809,0.8571428571428571,0.9017857142857143,0.8809523809523809,1.0,1.0,0.6666666666666666,0.8571428571428571
2026,logistic_regression,NoAmplitude,0,42,14,0,0.0980678999912925,0.006685499974992126,"{""model__C"": 1.0}",0.7976190476190476,0.7976190476190476,0.7857142857142857,0.7976190476190476,0.7976190476190476,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571
2026,mlp,NoAmplitude,0,42,14,0,2.7198472999734804,0.004386799992062151,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 6}",0.7767857142857143,0.7976190476190476,0.7857142857142857,0.8642857142857143,0.7976190476190477,1.0,1.0,0.3333333333333333,0.8571428571428571
2026,logistic_regression,NoAmplitude,1,42,14,0,0.1017664999817498,0.005478600040078163,"{""model__C"": 10.0}",0.8809523809523809,0.8809523809523809,0.8571428571428571,0.8809523809523809,0.8809523809523809,1.0,0.6666666666666666,1.0,0.8571428571428571
2026,mlp,NoAmplitude,1,42,14,0,2.4117230999981984,0.005959199974313378,"{""dropout"": 0.2, ""weight_decay"": 0.001, ""epochs"": 4}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2026,logistic_regression,NoAmplitude,2,42,14,0,0.12095320003572851,0.007836900011170655,"{""model__C"": 0.1}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2026,mlp,NoAmplitude,2,42,14,0,2.5273012000252493,0.004286699986550957,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 7}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2026,logistic_regression,NoAmplitude,3,42,14,0,0.0975779999862425,0.0061793000204488635,"{""model__C"": 1.0}",0.8682692307692308,0.8809523809523809,0.8571428571428571,0.9,0.8809523809523809,1.0,1.0,0.6666666666666666,0.8571428571428571
2026,mlp,NoAmplitude,3,42,14,0,2.1935823999810964,0.0057619999861344695,"{""dropout"": 0.2, ""weight_decay"": 0.001, ""epochs"": 2}",0.7976190476190476,0.7976190476190476,0.7857142857142857,0.7976190476190476,0.7976190476190476,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571
2027,logistic_regression,NoAmplitude,0,42,14,0,0.11264399997889996,0.0058228999841958284,"{""model__C"": 0.1}",0.7976190476190476,0.7976190476190476,0.7857142857142857,0.7976190476190476,0.7976190476190476,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571
2027,mlp,NoAmplitude,0,42,14,0,2.4989832999999635,0.00747180002508685,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 5}",0.7767857142857143,0.7976190476190476,0.7857142857142857,0.8642857142857143,0.7976190476190477,1.0,1.0,0.3333333333333333,0.8571428571428571
2027,logistic_regression,NoAmplitude,1,42,14,0,0.1442801000084728,0.006749199994374067,"{""model__C"": 1.0}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2027,mlp,NoAmplitude,1,42,14,0,2.61793080001371,0.004239199974108487,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 4}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2027,logistic_regression,NoAmplitude,2,42,14,0,0.10022829996887594,0.006085600005462766,"{""model__C"": 0.1}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2027,mlp,NoAmplitude,2,42,14,0,2.262497699994128,0.006060799991246313,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 5}",0.8617216117216118,0.8809523809523809,0.8571428571428571,0.8541666666666666,0.8809523809523809,1.0,0.6666666666666666,1.0,0.8571428571428571
2027,logistic_regression,NoAmplitude,3,42,14,0,0.11395910003921017,0.007286200008820742,"{""model__C"": 0.1}",0.8117216117216117,0.8809523809523809,0.8571428571428571,0.8125,0.8809523809523809,1.0,1.0,0.6666666666666666,0.8571428571428571
2027,mlp,NoAmplitude,3,42,14,0,2.8176671999972314,0.004459999967366457,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 11}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2028,logistic_regression,NoAmplitude,0,42,14,0,0.10508250002749264,0.008173300011549145,"{""model__C"": 0.1}",0.7976190476190476,0.7976190476190476,0.7857142857142857,0.7976190476190476,0.7976190476190476,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571
2028,mlp,NoAmplitude,0,42,14,0,2.296406800043769,0.004695499956142157,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 3}",0.7767857142857143,0.7976190476190476,0.7857142857142857,0.8642857142857143,0.7976190476190477,1.0,1.0,0.3333333333333333,0.8571428571428571
2028,logistic_regression,NoAmplitude,1,42,14,0,0.1011453999672085,0.005758600018452853,"{""model__C"": 0.1}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2028,mlp,NoAmplitude,1,42,14,0,2.680539100023452,0.006327699986286461,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 5}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2028,logistic_regression,NoAmplitude,2,42,14,0,0.16260059998603538,0.007995399995706975,"{""model__C"": 1.0}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2028,mlp,NoAmplitude,2,42,14,0,3.210168999969028,0.007183399982750416,"{""dropout"": 0.2, ""weight_decay"": 0.001, ""epochs"": 8}",0.945054945054945,0.9642857142857143,0.9285714285714286,0.9375,0.9642857142857143,1.0,1.0,1.0,0.8571428571428571
2028,logistic_regression,NoAmplitude,3,42,14,0,0.11968980001984164,0.00759899994591251,"{""model__C"": 0.1}",0.8117216117216117,0.8809523809523809,0.8571428571428571,0.8125,0.8809523809523809,1.0,1.0,0.6666666666666666,0.8571428571428571
2028,mlp,NoAmplitude,3,42,14,0,2.2291467000031844,0.0045891000190749764,"{""dropout"": 0.1, ""weight_decay"": 0.0001, ""epochs"": 3}",0.8617216117216118,0.8809523809523809,0.8571428571428571,0.8541666666666666,0.8809523809523809,1.0,0.6666666666666666,1.0,0.8571428571428571
2029,logistic_regression,NoAmplitude,0,42,14,0,0.09309440001379699,0.005393099971115589,"{""model__C"": 1.0}",0.7976190476190476,0.7976190476190476,0.7857142857142857,0.7976190476190476,0.7976190476190476,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571
