stage,candidate,inner_fold,epoch,train_loss,val_macro_f1,val_balanced_accuracy
inner_tuning,0.0,1.0,9,0.08800855072008239,1.0,1.0
inner_tuning,0.0,1.0,10,0.07234796716107263,1.0,1.0
inner_tuning,0.0,1.0,11,0.056092832858363785,1.0,1.0
inner_tuning,0.0,1.0,12,0.051201090009676084,1.0,1.0
inner_tuning,0.0,1.0,13,0.038632827086581126,1.0,1.0
inner_tuning,0.0,1.0,14,0.02581208913276593,0.957516339869281,0.9722222222222222
inner_tuning,0.0,1.0,15,0.02329861434797446,1.0,1.0
inner_tuning,0.0,1.0,16,0.038657332874006696,0.9511278195488722,0.9375
inner_tuning,0.0,1.0,17,0.025998984566993184,1.0,1.0
inner_tuning,0.0,1.0,18,0.016654257973035175,1.0,1.0
inner_tuning,0.0,1.0,19,0.01839496785153945,0.9511278195488722,0.9375
inner_tuning,0.0,1.0,20,0.021684769592765305,1.0,1.0
inner_tuning,0.0,1.0,21,0.01929856102085776,0.9365079365079365,0.9375
inner_tuning,0.0,2.0,1,1.1647832923465304,0.6868131868131868,0.7013888888888888
inner_tuning,0.0,2.0,2,0.7025585770606995,0.753968253968254,0.7569444444444444
inner_tuning,0.0,2.0,3,0.4910862412717607,0.7475490196078431,0.7569444444444444
inner_tuning,0.0,2.0,4,0.33959565891159904,0.8111111111111111,0.8194444444444444
inner_tuning,0.0,2.0,5,0.21828582055038875,0.8020833333333333,0.8194444444444444
inner_tuning,0.0,2.0,6,0.17266111407015058,0.91875,0.9444444444444444
inner_tuning,0.0,2.0,7,0.13849621100558174,0.957516339869281,0.9722222222222222
inner_tuning,0.0,2.0,8,0.12176859047677782,0.8020833333333333,0.8194444444444444
inner_tuning,0.0,2.0,9,0.09485561690396732,0.8020833333333333,0.8194444444444444
inner_tuning,0.0,2.0,10,0.059544070727295347,0.91875,0.9444444444444444
inner_tuning,0.0,2.0,11,0.05849289438790745,0.91875,0.9444444444444444
inner_tuning,0.0,2.0,12,0.0482066362682316,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,13,0.03780724025434918,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,14,0.04574452816612191,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,15,0.033736889250576496,0.957516339869281,0.9722222222222222
inner_tuning,0.0,2.0,16,0.0254931741187142,0.957516339869281,0.9722222222222222
inner_tuning,0.0,2.0,17,0.02624050212196178,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,18,0.01724943456550439,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,19,0.010227481058488289,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,20,0.012597913853824139,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,21,0.010063525625608034,0.8337789661319073,0.8472222222222222
inner_tuning,0.0,2.0,22,0.005896573239523504,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,0.0,1,1.140988614824083,0.7,0.7
inner_tuning,1.0,0.0,2,0.7286259399520026,0.7,0.7
inner_tuning,1.0,0.0,3,0.4593820373217265,0.7595238095238095,0.7625
inner_tuning,1.0,0.0,4,0.3008616053395801,0.7521929824561403,0.7625
inner_tuning,1.0,0.0,5,0.17695714781681696,0.7,0.7
inner_tuning,1.0,0.0,6,0.18659263021416134,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,7,0.12347715513573752,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,8,0.08997816468278567,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,9,0.12880466216140324,0.8166666666666667,0.825
inner_tuning,1.0,0.0,10,0.07874536886811256,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,11,0.07987830994857682,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,12,0.06039490323099825,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,13,0.05073820965157615,0.8166666666666667,0.825
inner_tuning,1.0,0.0,14,0.09076547167367405,0.8166666666666667,0.825
inner_tuning,1.0,0.0,15,0.05321736488905218,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,16,0.04766964063876205,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,17,0.039774265968137316,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,18,0.040053246542811394,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,19,0.039831416215747595,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,20,0.0241603118677934,0.8748120300751879,0.8875
inner_tuning,1.0,0.0,21,0.030594682165731985,0.8748120300751879,0.8875
inner_tuning,1.0,1.0,1,1.1149468421936035,0.5824175824175823,0.6458333333333334
inner_tuning,1.0,1.0,2,0.7161217530568441,0.6248196248196247,0.6458333333333334
inner_tuning,1.0,1.0,3,0.5283975634309981,0.8031045751633987,0.8194444444444444
inner_tuning,1.0,1.0,4,0.39652226368586224,0.9365079365079365,0.9375
inner_tuning,1.0,1.0,5,0.3017185512516234,0.9087301587301587,0.9097222222222222
inner_tuning,1.0,1.0,6,0.19067016161150402,1.0,1.0
inner_tuning,1.0,1.0,7,0.13844805624749926,1.0,1.0
inner_tuning,1.0,1.0,8,0.1253651041123602,1.0,1.0
inner_tuning,1.0,1.0,9,0.12915581464767456,1.0,1.0
inner_tuning,1.0,1.0,10,0.10458934472666846,1.0,1.0
inner_tuning,1.0,1.0,11,0.08188594339622392,1.0,1.0
inner_tuning,1.0,1.0,12,0.10125087118811077,1.0,1.0
inner_tuning,1.0,1.0,13,0.0660513641519679,1.0,1.0
inner_tuning,1.0,1.0,14,0.041910752861036196,0.91875,0.9444444444444444
inner_tuning,1.0,1.0,15,0.050840759442912206,1.0,1.0
inner_tuning,1.0,1.0,16,0.057397900563147336,0.9511278195488722,0.9375
inner_tuning,1.0,1.0,17,0.07040427728659576,1.0,1.0
inner_tuning,1.0,1.0,18,0.035012910039060645,1.0,1.0
inner_tuning,1.0,1.0,19,0.05035277331868807,1.0,1.0
inner_tuning,1.0,1.0,20,0.03171069371617503,1.0,1.0
inner_tuning,1.0,1.0,21,0.02520221712378164,0.9365079365079365,0.9375
inner_tuning,1.0,2.0,1,1.1907807323667738,0.6868131868131868,0.7013888888888888
inner_tuning,1.0,2.0,2,0.7475380102793375,0.753968253968254,0.7569444444444444
inner_tuning,1.0,2.0,3,0.5414945052729713,0.7475490196078431,0.7569444444444444
inner_tuning,1.0,2.0,4,0.3840026987923516,0.8111111111111111,0.8194444444444444
inner_tuning,1.0,2.0,5,0.2707688675986396,0.8020833333333333,0.8194444444444444
inner_tuning,1.0,2.0,6,0.2098806682560179,0.91875,0.9444444444444444
inner_tuning,1.0,2.0,7,0.16411720878548092,0.91875,0.9444444444444444
inner_tuning,1.0,2.0,8,0.15210026088688108,0.8020833333333333,0.8194444444444444
inner_tuning,1.0,2.0,9,0.11705670919683245,0.8020833333333333,0.8194444444444444
inner_tuning,1.0,2.0,10,0.08029976983865102,0.8648538961038961,0.8819444444444444
inner_tuning,1.0,2.0,11,0.08275996189978388,0.8020833333333333,0.8194444444444444
inner_tuning,1.0,2.0,12,0.06975238873726791,0.8648538961038961,0.8819444444444444
inner_tuning,1.0,2.0,13,0.052557989954948425,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,2.0,14,0.06844898478852378,0.8020833333333333,0.8194444444444444
inner_tuning,1.0,2.0,15,0.046937409995330706,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,2.0,16,0.05148220445132918,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,2.0,17,0.042565628989703126,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,2.0,18,0.02966681940274106,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,2.0,19,0.02007050688068072,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,2.0,20,0.02709793247696426,0.8337789661319073,0.8472222222222222
inner_tuning,1.0,2.0,21,0.026980812040468056,0.8337789661319073,0.8472222222222222
refit,,,1,1.0304807653793921,,
refit,,,2,0.5954600870609283,,
refit,,,3,0.34050821570249706,,
refit,,,4,0.21363831941898054,,
refit,,,5,0.131173319541491,,
refit,,,6,0.12571399830854857,,
