epoch,train_loss,val_macro_f1,candidate,inner_fold,dropout,weight_decay,validation_scheme,outer_fold,stage
23,0.008851387642789633,,,,0.1,0.0001,lolo,1,outer_fit
24,0.0045490174554288386,,,,0.1,0.0001,lolo,1,outer_fit
25,0.002319673902820796,,,,0.1,0.0001,lolo,1,outer_fit
26,0.0015994078712537885,,,,0.1,0.0001,lolo,1,outer_fit
27,0.004970726952888071,,,,0.1,0.0001,lolo,1,outer_fit
28,0.0018228169064968824,,,,0.1,0.0001,lolo,1,outer_fit
29,0.0016786997846793383,,,,0.1,0.0001,lolo,1,outer_fit
30,0.001909434492699802,,,,0.1,0.0001,lolo,1,outer_fit
31,0.0014199697121512144,,,,0.1,0.0001,lolo,1,outer_fit
32,0.0014441211009398104,,,,0.1,0.0001,lolo,1,outer_fit
33,0.0012083313951734454,,,,0.1,0.0001,lolo,1,outer_fit
34,0.0009735219471622258,,,,0.1,0.0001,lolo,1,outer_fit
35,0.0013725519820582122,,,,0.1,0.0001,lolo,1,outer_fit
36,0.0023833915503928436,,,,0.1,0.0001,lolo,1,outer_fit
37,0.0020500725659076124,,,,0.1,0.0001,lolo,1,outer_fit
38,0.006902114281547256,,,,0.1,0.0001,lolo,1,outer_fit
39,0.003213901340495795,,,,0.1,0.0001,lolo,1,outer_fit
40,0.007508808828424663,,,,0.1,0.0001,lolo,1,outer_fit
41,0.002262768644141033,,,,0.1,0.0001,lolo,1,outer_fit
42,0.0021912023599725216,,,,0.1,0.0001,lolo,1,outer_fit
43,0.0010324814938940108,,,,0.1,0.0001,lolo,1,outer_fit
44,0.000793687955592759,,,,0.1,0.0001,lolo,1,outer_fit
45,0.0007178442436270415,,,,0.1,0.0001,lolo,1,outer_fit
46,0.0006453375797718763,,,,0.1,0.0001,lolo,1,outer_fit
47,0.0006185412377817557,,,,0.1,0.0001,lolo,1,outer_fit
48,0.0005397532775532454,,,,0.1,0.0001,lolo,1,outer_fit
49,0.00046653410536237063,,,,0.1,0.0001,lolo,1,outer_fit
50,0.0006834929692558945,,,,0.1,0.0001,lolo,1,outer_fit
51,0.0005751628341386095,,,,0.1,0.0001,lolo,1,outer_fit
52,0.00037748464092146605,,,,0.1,0.0001,lolo,1,outer_fit
53,0.0008348064409801736,,,,0.1,0.0001,lolo,1,outer_fit
54,0.00036508124467218297,,,,0.1,0.0001,lolo,1,outer_fit
55,0.0007149415177991614,,,,0.1,0.0001,lolo,1,outer_fit
56,0.00034203894902020695,,,,0.1,0.0001,lolo,1,outer_fit
57,0.0004262115660822019,,,,0.1,0.0001,lolo,1,outer_fit
58,0.001127382151025813,,,,0.1,0.0001,lolo,1,outer_fit
59,0.00044296028063399716,,,,0.1,0.0001,lolo,1,outer_fit
60,0.0017569977062521502,,,,0.1,0.0001,lolo,1,outer_fit
1,1.1431082912853785,0.8682692307692308,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
2,0.7630088073866708,0.8682692307692308,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
3,0.49625876545906067,0.7767857142857143,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
4,0.3550572225025722,0.8682692307692308,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
5,0.24253547191619873,0.8071428571428572,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
6,0.17207451909780502,0.8071428571428572,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
7,0.10031736535685402,0.8682692307692308,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
8,0.06515339921627726,0.8682692307692308,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
9,0.049590054367269785,0.8071428571428572,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
10,0.028844287086810385,0.8682692307692308,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
11,0.025803220059190477,0.8682692307692308,3.0,1.0,0.1,0.001,lolo,2,inner_tuning
1,1.1711169140679496,0.7083333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
2,0.7766289625849042,0.7518315018315018,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
3,0.5741866954735347,0.8785714285714287,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
4,0.3740695182766233,0.8785714285714287,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
5,0.3038188708680017,0.8785714285714287,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
6,0.18214493564196996,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
7,0.1475899847490447,0.86875,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
8,0.15314459374972753,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
9,0.10919551072376114,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
10,0.08825225755572319,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
11,0.05343038482325418,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
12,0.03982247358986309,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
13,0.06396668484168393,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
14,0.027925032324024608,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
15,0.02924010224108185,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
16,0.017883680095630034,0.9333333333333333,3.0,2.0,0.1,0.001,lolo,2,inner_tuning
1,1.1225598539624895,0.7604166666666666,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
2,0.7923292943409511,0.8682692307692308,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
3,0.6563652413231986,0.8617216117216118,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
4,0.462173159633364,0.8617216117216118,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
5,0.36102862443242756,0.8617216117216118,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
6,0.24006530110325133,0.8617216117216118,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
7,0.2146250158548355,0.8617216117216118,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
8,0.20226456969976425,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
9,0.1352663588310991,0.8682692307692308,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
10,0.10702903701790742,0.8682692307692308,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
11,0.1092309398310525,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
12,0.08260959499914731,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
13,0.08611019115362849,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
14,0.06114992965012789,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
15,0.0530182027391025,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
16,0.04740125504654965,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
17,0.042186027126652856,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
18,0.02517781246985708,0.945054945054945,3.0,3.0,0.1,0.001,lolo,2,inner_tuning
1,1.1576717674732209,,,,0.1,0.001,lolo,2,outer_fit
2,0.6638466656208039,,,,0.1,0.001,lolo,2,outer_fit
3,0.41080155968666077,,,,0.1,0.001,lolo,2,outer_fit
4,0.28048477619886397,,,,0.1,0.001,lolo,2,outer_fit
5,0.2160901889204979,,,,0.1,0.001,lolo,2,outer_fit
6,0.1315715204924345,,,,0.1,0.001,lolo,2,outer_fit
7,0.11178671754896641,,,,0.1,0.001,lolo,2,outer_fit
8,0.0708247609436512,,,,0.1,0.001,lolo,2,outer_fit
9,0.07188966348767281,,,,0.1,0.001,lolo,2,outer_fit
10,0.03764432538300753,,,,0.1,0.001,lolo,2,outer_fit
11,0.02297679092735052,,,,0.1,0.001,lolo,2,outer_fit
12,0.02213749326765537,,,,0.1,0.001,lolo,2,outer_fit
13,0.02036813609302044,,,,0.1,0.001,lolo,2,outer_fit
14,0.01329880990087986,,,,0.1,0.001,lolo,2,outer_fit
15,0.015141652710735799,,,,0.1,0.001,lolo,2,outer_fit
16,0.014643403608351946,,,,0.1,0.001,lolo,2,outer_fit
17,0.014893755316734314,,,,0.1,0.001,lolo,2,outer_fit
18,0.006856111530214548,,,,0.1,0.001,lolo,2,outer_fit
19,0.006818355363793671,,,,0.1,0.001,lolo,2,outer_fit
20,0.006867992109619081,,,,0.1,0.001,lolo,2,outer_fit
21,0.0074770233710296456,,,,0.1,0.001,lolo,2,outer_fit
22,0.0032736847875639795,,,,0.1,0.001,lolo,2,outer_fit
23,0.005200132832396775,,,,0.1,0.001,lolo,2,outer_fit
24,0.01039309975458309,,,,0.1,0.001,lolo,2,outer_fit
25,0.0020514605334028603,,,,0.1,0.001,lolo,2,outer_fit
26,0.002522817376302555,,,,0.1,0.001,lolo,2,outer_fit
27,0.002321441820822656,,,,0.1,0.001,lolo,2,outer_fit
28,0.0035724962042877452,,,,0.1,0.001,lolo,2,outer_fit
29,0.0019929323345422743,,,,0.1,0.001,lolo,2,outer_fit
30,0.001966131734661758,,,,0.1,0.001,lolo,2,outer_fit
31,0.0013148764381185174,,,,0.1,0.001,lolo,2,outer_fit
32,0.0020931984181515872,,,,0.1,0.001,lolo,2,outer_fit
33,0.001315556385088712,,,,0.1,0.001,lolo,2,outer_fit
34,0.0016561623837333173,,,,0.1,0.001,lolo,2,outer_fit
35,0.001385516976006329,,,,0.1,0.001,lolo,2,outer_fit
36,0.0012064103648299351,,,,0.1,0.001,lolo,2,outer_fit
37,0.005137048935284838,,,,0.1,0.001,lolo,2,outer_fit
38,0.0019870990829076616,,,,0.1,0.001,lolo,2,outer_fit
39,0.004660545906517655,,,,0.1,0.001,lolo,2,outer_fit
40,0.002325684332754463,,,,0.1,0.001,lolo,2,outer_fit
41,0.00893670881050639,,,,0.1,0.001,lolo,2,outer_fit
42,0.004188624065136537,,,,0.1,0.001,lolo,2,outer_fit
43,0.0014913132996298372,,,,0.1,0.001,lolo,2,outer_fit
44,0.0024332921602763236,,,,0.1,0.001,lolo,2,outer_fit
45,0.0009242489177267998,,,,0.1,0.001,lolo,2,outer_fit
46,0.0009586335596395657,,,,0.1,0.001,lolo,2,outer_fit
47,0.0005922801617998629,,,,0.1,0.001,lolo,2,outer_fit
48,0.0005647384154144674,,,,0.1,0.001,lolo,2,outer_fit
49,0.0005913706059800461,,,,0.1,0.001,lolo,2,outer_fit
50,0.0005470796226290986,,,,0.1,0.001,lolo,2,outer_fit
51,0.0007059353374643251,,,,0.1,0.001,lolo,2,outer_fit
52,0.0005440272128907963,,,,0.1,0.001,lolo,2,outer_fit
53,0.00120944076043088,,,,0.1,0.001,lolo,2,outer_fit
54,0.002945087067200802,,,,0.1,0.001,lolo,2,outer_fit
55,0.01371369934931863,,,,0.1,0.001,lolo,2,outer_fit
56,0.008503124199341983,,,,0.1,0.001,lolo,2,outer_fit
57,0.0021815164844156245,,,,0.1,0.001,lolo,2,outer_fit
58,0.0027424849598901347,,,,0.1,0.001,lolo,2,outer_fit
59,0.004109865636564791,,,,0.1,0.001,lolo,2,outer_fit
60,0.005340824187442195,,,,0.1,0.001,lolo,2,outer_fit
1,1.236627493585859,0.7071428571428571,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
2,0.8285039237567356,0.945054945054945,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
3,0.5762235011373248,0.945054945054945,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
4,0.36057508843285696,0.945054945054945,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
5,0.20892749833209173,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
6,0.1613810658454895,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
7,0.11565078049898148,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
8,0.07980669449482646,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
9,0.06353045787130084,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
10,0.04372176235275609,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
11,0.033928598942501206,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
12,0.020034477513815676,0.8682692307692308,1.0,1.0,0.05,0.001,lolo,3,inner_tuning
1,1.1522257498332433,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
2,0.8885836941855294,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
3,0.6307785212993622,0.9415584415584416,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
4,0.5157760083675385,0.7689393939393939,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
5,0.4220389255455562,0.8647727272727272,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
6,0.2910516219479697,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
7,0.18903596912111556,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
8,0.15994436826024735,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
9,0.1405310747878892,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
10,0.12078552480254855,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
11,0.09226717427372932,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
12,0.08867751328008515,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
13,0.06999124799455915,0.8726190476190477,1.0,2.0,0.05,0.001,lolo,3,inner_tuning
1,1.0869497060775757,0.5095238095238095,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
2,0.7161045159612384,0.6142857142857143,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
3,0.5151603392192295,0.6142857142857143,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
4,0.3284495600632259,0.6142857142857143,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
5,0.2636992654630116,0.6142857142857143,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
6,0.15656242945364543,0.6976190476190476,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
7,0.13783594859497889,0.6142857142857143,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
8,0.09504403759326253,0.6142857142857143,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
9,0.0871856366949422,0.6976190476190476,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
10,0.07272333385688919,0.6354166666666666,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
11,0.08104103058576584,0.6976190476190476,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
12,0.03933165594935417,0.6428571428571428,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
13,0.06212994908647878,0.6428571428571428,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
14,0.04871544135468347,0.6428571428571428,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
15,0.034980444503682,0.6428571428571428,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
16,0.04700027219951153,0.6976190476190476,1.0,3.0,0.05,0.001,lolo,3,inner_tuning
1,1.0727109432220459,,,,0.05,0.001,lolo,3,outer_fit
2,0.6203193604946137,,,,0.05,0.001,lolo,3,outer_fit
3,0.41911284923553466,,,,0.05,0.001,lolo,3,outer_fit
4,0.25155835002660754,,,,0.05,0.001,lolo,3,outer_fit
5,0.1743128016591072,,,,0.05,0.001,lolo,3,outer_fit
6,0.11635106056928635,,,,0.05,0.001,lolo,3,outer_fit
7,0.08959224075078964,,,,0.05,0.001,lolo,3,outer_fit
8,0.07430848330259324,,,,0.05,0.001,lolo,3,outer_fit
9,0.04700246341526508,,,,0.05,0.001,lolo,3,outer_fit
10,0.05539557710289955,,,,0.05,0.001,lolo,3,outer_fit
11,0.04554235627874732,,,,0.05,0.001,lolo,3,outer_fit
12,0.039223932567983864,,,,0.05,0.001,lolo,3,outer_fit
13,0.025493757193908097,,,,0.05,0.001,lolo,3,outer_fit
14,0.028545953705906867,,,,0.05,0.001,lolo,3,outer_fit
15,0.0167095641605556,,,,0.05,0.001,lolo,3,outer_fit
16,0.014393962314352393,,,,0.05,0.001,lolo,3,outer_fit
17,0.011501235933974386,,,,0.05,0.001,lolo,3,outer_fit
18,0.012545103579759598,,,,0.05,0.001,lolo,3,outer_fit
19,0.012390716606751085,,,,0.05,0.001,lolo,3,outer_fit
20,0.007152087823487818,,,,0.05,0.001,lolo,3,outer_fit
21,0.007674317911732942,,,,0.05,0.001,lolo,3,outer_fit
22,0.005435836198739707,,,,0.05,0.001,lolo,3,outer_fit
23,0.004543966148048639,,,,0.05,0.001,lolo,3,outer_fit
24,0.002536925463937223,,,,0.05,0.001,lolo,3,outer_fit
25,0.003750551526900381,,,,0.05,0.001,lolo,3,outer_fit
26,0.004049101972486824,,,,0.05,0.001,lolo,3,outer_fit
27,0.006551630049943924,,,,0.05,0.001,lolo,3,outer_fit
28,0.002999977907165885,,,,0.05,0.001,lolo,3,outer_fit
29,0.004423061374109238,,,,0.05,0.001,lolo,3,outer_fit
30,0.0019099908298812807,,,,0.05,0.001,lolo,3,outer_fit
31,0.001983338117133826,,,,0.05,0.001,lolo,3,outer_fit
32,0.0015971444314345717,,,,0.05,0.001,lolo,3,outer_fit
33,0.0024582090380135925,,,,0.05,0.001,lolo,3,outer_fit
34,0.0027301048510707917,,,,0.05,0.001,lolo,3,outer_fit
35,0.003589517343789339,,,,0.05,0.001,lolo,3,outer_fit
36,0.0032935967319644988,,,,0.05,0.001,lolo,3,outer_fit
37,0.001619651628425345,,,,0.05,0.001,lolo,3,outer_fit
38,0.0009373727312777192,,,,0.05,0.001,lolo,3,outer_fit
39,0.0014362044166773558,,,,0.05,0.001,lolo,3,outer_fit
40,0.0017622394487261772,,,,0.05,0.001,lolo,3,outer_fit
41,0.0028080818301532418,,,,0.05,0.001,lolo,3,outer_fit
42,0.002377090716618113,,,,0.05,0.001,lolo,3,outer_fit
43,0.00524947491066996,,,,0.05,0.001,lolo,3,outer_fit
44,0.003521524148527533,,,,0.05,0.001,lolo,3,outer_fit
45,0.005024200453772209,,,,0.05,0.001,lolo,3,outer_fit
46,0.0038849205593578517,,,,0.05,0.001,lolo,3,outer_fit
47,0.006313946977024898,,,,0.05,0.001,lolo,3,outer_fit
48,0.004368117282865569,,,,0.05,0.001,lolo,3,outer_fit
49,0.0040090092370519415,,,,0.05,0.001,lolo,3,outer_fit
50,0.00342041018884629,,,,0.05,0.001,lolo,3,outer_fit
51,0.0008815531007712706,,,,0.05,0.001,lolo,3,outer_fit
52,0.0010558568203123287,,,,0.05,0.001,lolo,3,outer_fit
53,0.0007633645203895867,,,,0.05,0.001,lolo,3,outer_fit
54,0.0004466231970582157,,,,0.05,0.001,lolo,3,outer_fit
55,0.000441741144459229,,,,0.05,0.001,lolo,3,outer_fit
56,0.0005148811032995582,,,,0.05,0.001,lolo,3,outer_fit
57,0.0005773105716798454,,,,0.05,0.001,lolo,3,outer_fit
58,0.0014882828472764231,,,,0.05,0.001,lolo,3,outer_fit
59,0.011839018418686464,,,,0.05,0.001,lolo,3,outer_fit
60,0.016099443042185156,,,,0.05,0.001,lolo,3,outer_fit
1,1.1358476196016585,0.553030303030303,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
2,0.7403455887522016,0.8682692307692308,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
3,0.5246375671454838,0.8682692307692308,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
4,0.3940108971936362,0.945054945054945,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
5,0.2845967135259083,1.0,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
6,0.17712463438510895,0.945054945054945,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
7,0.16618315130472183,1.0,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
8,0.12568712553807668,1.0,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
9,0.09584816039672919,1.0,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
10,0.06667254120111465,0.945054945054945,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
11,0.04794632616852011,1.0,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
12,0.034674592848335,0.945054945054945,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
13,0.04200946034065315,0.945054945054945,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
14,0.03458037120955331,0.945054945054945,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
15,0.02425492847604411,0.945054945054945,0.0,1.0,0.05,0.0001,lolo,4,inner_tuning
1,1.1853224635124207,0.7339743589743589,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
2,0.7627378872462681,0.7339743589743589,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
3,0.5271304632936206,0.8298076923076922,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
4,0.3673679935080664,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
5,0.274382831794875,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
6,0.19971625719751632,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
