epoch,train_loss,val_macro_f1,candidate,inner_fold,dropout,weight_decay,validation_scheme,outer_fold,stage
7,0.13041199956621444,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
8,0.09394647074597222,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
9,0.05125947270010199,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
10,0.057041640260389874,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
11,0.08667906586612974,0.945054945054945,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
12,0.08660261705517769,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
13,0.030797074948038374,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
14,0.0493891036936215,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
15,0.0217405002830284,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
16,0.02836026983069522,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
17,0.023128897683428868,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
18,0.015985069630135382,0.945054945054945,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
19,0.01493425780375089,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
20,0.011624262069485016,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
21,0.02240999156076993,0.8958333333333334,0.0,2.0,0.05,0.0001,lolo,4,inner_tuning
1,1.0936988421848841,0.8617216117216118,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
2,0.7062356557164874,0.8617216117216118,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
3,0.5248650653021676,0.7976190476190476,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
4,0.3280723435538156,0.7976190476190476,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
5,0.28174781586442676,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
6,0.20354327985218593,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
7,0.14400830652032579,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
8,0.11135703804237503,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
9,0.08400276782257217,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
10,0.07477298192679882,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
11,0.07425936524357114,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
12,0.08826301459755216,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
13,0.06995850056409836,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
14,0.05130370307181563,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
15,0.04945729646299567,0.8785714285714287,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
16,0.04312517227871077,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
17,0.03639011723654611,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
18,0.021235515097422258,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
19,0.022245366658483232,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
20,0.017924937951777662,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
21,0.020915052188294276,0.9333333333333333,0.0,3.0,0.05,0.0001,lolo,4,inner_tuning
1,1.051613485813141,,,,0.05,0.0001,lolo,4,outer_fit
2,0.6284771502017975,,,,0.05,0.0001,lolo,4,outer_fit
3,0.4121332049369812,,,,0.05,0.0001,lolo,4,outer_fit
4,0.2375793159008026,,,,0.05,0.0001,lolo,4,outer_fit
5,0.17412786409258843,,,,0.05,0.0001,lolo,4,outer_fit
6,0.13961719200015069,,,,0.05,0.0001,lolo,4,outer_fit
7,0.08566749393939972,,,,0.05,0.0001,lolo,4,outer_fit
8,0.09968248512595893,,,,0.05,0.0001,lolo,4,outer_fit
9,0.0626947408542037,,,,0.05,0.0001,lolo,4,outer_fit
10,0.05856283623725176,,,,0.05,0.0001,lolo,4,outer_fit
11,0.05572119364514947,,,,0.05,0.0001,lolo,4,outer_fit
12,0.035794558376073836,,,,0.05,0.0001,lolo,4,outer_fit
13,0.026680080499500037,,,,0.05,0.0001,lolo,4,outer_fit
14,0.028481008019298315,,,,0.05,0.0001,lolo,4,outer_fit
15,0.03367312983609736,,,,0.05,0.0001,lolo,4,outer_fit
16,0.03476461968384683,,,,0.05,0.0001,lolo,4,outer_fit
17,0.019697394501417876,,,,0.05,0.0001,lolo,4,outer_fit
18,0.016456476901657878,,,,0.05,0.0001,lolo,4,outer_fit
19,0.01048311977647245,,,,0.05,0.0001,lolo,4,outer_fit
20,0.005698708351701498,,,,0.05,0.0001,lolo,4,outer_fit
21,0.004203205450903624,,,,0.05,0.0001,lolo,4,outer_fit
22,0.0038252957398071884,,,,0.05,0.0001,lolo,4,outer_fit
23,0.003665967204142362,,,,0.05,0.0001,lolo,4,outer_fit
24,0.0031436286401003597,,,,0.05,0.0001,lolo,4,outer_fit
25,0.0024911653134040536,,,,0.05,0.0001,lolo,4,outer_fit
26,0.0023933738237246873,,,,0.05,0.0001,lolo,4,outer_fit
27,0.001720005803508684,,,,0.05,0.0001,lolo,4,outer_fit
28,0.0017043002066202463,,,,0.05,0.0001,lolo,4,outer_fit
29,0.001399432762991637,,,,0.05,0.0001,lolo,4,outer_fit
30,0.001994287979323417,,,,0.05,0.0001,lolo,4,outer_fit
31,0.0012248905608430506,,,,0.05,0.0001,lolo,4,outer_fit
32,0.001876378944143653,,,,0.05,0.0001,lolo,4,outer_fit
33,0.001680416031740606,,,,0.05,0.0001,lolo,4,outer_fit
34,0.0014206326741259545,,,,0.05,0.0001,lolo,4,outer_fit
35,0.0012022733862977475,,,,0.05,0.0001,lolo,4,outer_fit
36,0.0010479179909452796,,,,0.05,0.0001,lolo,4,outer_fit
37,0.0011770633718697354,,,,0.05,0.0001,lolo,4,outer_fit
38,0.000868898630142212,,,,0.05,0.0001,lolo,4,outer_fit
39,0.0010026161442510783,,,,0.05,0.0001,lolo,4,outer_fit
40,0.000748131427098997,,,,0.05,0.0001,lolo,4,outer_fit
41,0.0006382130493875593,,,,0.05,0.0001,lolo,4,outer_fit
42,0.0007979807443916798,,,,0.05,0.0001,lolo,4,outer_fit
43,0.0006001542467856779,,,,0.05,0.0001,lolo,4,outer_fit
44,0.000944384781178087,,,,0.05,0.0001,lolo,4,outer_fit
45,0.001003541427780874,,,,0.05,0.0001,lolo,4,outer_fit
46,0.0009014830633532256,,,,0.05,0.0001,lolo,4,outer_fit
47,0.0009237262012902648,,,,0.05,0.0001,lolo,4,outer_fit
48,0.0007244378386531026,,,,0.05,0.0001,lolo,4,outer_fit
49,0.0007776011945679784,,,,0.05,0.0001,lolo,4,outer_fit
50,0.00041370983817614617,,,,0.05,0.0001,lolo,4,outer_fit
51,0.0005088013916974887,,,,0.05,0.0001,lolo,4,outer_fit
52,0.0005439453263534233,,,,0.05,0.0001,lolo,4,outer_fit
53,0.0005485014204168692,,,,0.05,0.0001,lolo,4,outer_fit
54,0.0010779520875075833,,,,0.05,0.0001,lolo,4,outer_fit
55,0.0003584631995181553,,,,0.05,0.0001,lolo,4,outer_fit
56,0.0005064919678261504,,,,0.05,0.0001,lolo,4,outer_fit
57,0.0005041336931753904,,,,0.05,0.0001,lolo,4,outer_fit
58,0.000543758537969552,,,,0.05,0.0001,lolo,4,outer_fit
59,0.00048310235579265284,,,,0.05,0.0001,lolo,4,outer_fit
60,0.00035606296441983434,,,,0.05,0.0001,lolo,4,outer_fit
1,1.1873617683138167,0.7518315018315018,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
2,0.756023747580392,0.8125,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
3,0.5479344938482557,0.8682692307692308,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
4,0.37803222451891216,0.8682692307692308,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
5,0.23810212739876338,0.9142857142857144,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
6,0.15271174056189402,0.9142857142857144,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
7,0.0928656432245459,0.9333333333333333,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
8,0.07763782835432462,0.86875,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
9,0.03672585529940469,0.8226190476190476,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
10,0.026883298797266825,0.8226190476190476,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
11,0.025410969874688556,0.7604166666666666,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
12,0.021001134999096394,0.8226190476190476,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
13,0.017703444297824587,0.8226190476190476,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
14,0.01144569061164345,0.7604166666666666,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
15,0.009538070232208287,0.8226190476190476,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
16,0.008754270084734474,0.8226190476190476,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
17,0.007498192866998059,0.8226190476190476,2.0,1.0,0.1,0.0001,group_cv,1,inner_tuning
1,1.1299055218696594,0.8617216117216118,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
2,0.7306288055011204,0.8785714285714287,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
3,0.569618501833507,0.8785714285714287,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
4,0.37336972781590055,0.8617216117216118,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
5,0.27799294676099506,0.8617216117216118,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
6,0.26070468766348703,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
7,0.20813889801502228,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
8,0.16499573524509156,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
9,0.10294590996844429,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
10,0.07843711280397006,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
11,0.0818344269480024,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
12,0.06367323121854238,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
13,0.03920605366251299,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
14,0.05936780146190098,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
15,0.04634821175464562,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
16,0.054513116500207355,0.945054945054945,2.0,2.0,0.1,0.0001,group_cv,1,inner_tuning
1,1.1690096940313066,0.8785714285714287,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
2,0.8031318528311593,0.7976190476190476,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
3,0.5544180401733944,0.8617216117216118,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
4,0.4372847420828683,0.8617216117216118,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
5,0.2509737866265433,0.8617216117216118,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
6,0.19722100560154235,0.8617216117216118,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
7,0.15852974568094527,0.8617216117216118,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
8,0.09990908418382917,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
9,0.0749283954501152,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
10,0.07304735322083745,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
11,0.059158186827387126,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
12,0.0280697320454887,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
13,0.051172156152980666,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
14,0.02914552004741771,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
15,0.024080989084073474,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
16,0.026927491516939232,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
17,0.01924232513244663,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
18,0.028751633263060024,0.945054945054945,2.0,3.0,0.1,0.0001,group_cv,1,inner_tuning
1,1.0573518037796021,,,,0.1,0.0001,group_cv,1,outer_fit
2,0.6826128721237182,,,,0.1,0.0001,group_cv,1,outer_fit
3,0.4576414078474045,,,,0.1,0.0001,group_cv,1,outer_fit
4,0.27888779640197753,,,,0.1,0.0001,group_cv,1,outer_fit
5,0.17590705156326295,,,,0.1,0.0001,group_cv,1,outer_fit
6,0.12977683693170547,,,,0.1,0.0001,group_cv,1,outer_fit
7,0.0788362193852663,,,,0.1,0.0001,group_cv,1,outer_fit
8,0.08250570446252822,,,,0.1,0.0001,group_cv,1,outer_fit
9,0.046068673580884935,,,,0.1,0.0001,group_cv,1,outer_fit
10,0.03713548239320517,,,,0.1,0.0001,group_cv,1,outer_fit
11,0.02436036793515086,,,,0.1,0.0001,group_cv,1,outer_fit
12,0.021719995234161616,,,,0.1,0.0001,group_cv,1,outer_fit
13,0.02033564681187272,,,,0.1,0.0001,group_cv,1,outer_fit
14,0.02305278447456658,,,,0.1,0.0001,group_cv,1,outer_fit
15,0.01454120958223939,,,,0.1,0.0001,group_cv,1,outer_fit
16,0.02661473397165537,,,,0.1,0.0001,group_cv,1,outer_fit
17,0.013629507808946072,,,,0.1,0.0001,group_cv,1,outer_fit
18,0.009650077880360186,,,,0.1,0.0001,group_cv,1,outer_fit
19,0.006925451406277716,,,,0.1,0.0001,group_cv,1,outer_fit
20,0.006425999524071813,,,,0.1,0.0001,group_cv,1,outer_fit
21,0.007234653597697616,,,,0.1,0.0001,group_cv,1,outer_fit
22,0.004678195179440081,,,,0.1,0.0001,group_cv,1,outer_fit
23,0.00979581824503839,,,,0.1,0.0001,group_cv,1,outer_fit
24,0.0044801764655858275,,,,0.1,0.0001,group_cv,1,outer_fit
25,0.0034459088696166874,,,,0.1,0.0001,group_cv,1,outer_fit
26,0.003490017412696034,,,,0.1,0.0001,group_cv,1,outer_fit
27,0.00729488804936409,,,,0.1,0.0001,group_cv,1,outer_fit
28,0.01224353517172858,,,,0.1,0.0001,group_cv,1,outer_fit
29,0.01881917443824932,,,,0.1,0.0001,group_cv,1,outer_fit
30,0.0167471919208765,,,,0.1,0.0001,group_cv,1,outer_fit
31,0.012288862909190356,,,,0.1,0.0001,group_cv,1,outer_fit
32,0.00859772030962631,,,,0.1,0.0001,group_cv,1,outer_fit
33,0.002467694616643712,,,,0.1,0.0001,group_cv,1,outer_fit
34,0.005088501959107816,,,,0.1,0.0001,group_cv,1,outer_fit
35,0.0013358152180444449,,,,0.1,0.0001,group_cv,1,outer_fit
36,0.0021521844260860234,,,,0.1,0.0001,group_cv,1,outer_fit
37,0.001395727985072881,,,,0.1,0.0001,group_cv,1,outer_fit
38,0.0012201970850583166,,,,0.1,0.0001,group_cv,1,outer_fit
39,0.0016293226974084974,,,,0.1,0.0001,group_cv,1,outer_fit
40,0.0033720360370352864,,,,0.1,0.0001,group_cv,1,outer_fit
41,0.0017686235019937157,,,,0.1,0.0001,group_cv,1,outer_fit
42,0.0028747325704898685,,,,0.1,0.0001,group_cv,1,outer_fit
43,0.0008676800120156258,,,,0.1,0.0001,group_cv,1,outer_fit
44,0.0015454671520274132,,,,0.1,0.0001,group_cv,1,outer_fit
45,0.0018786354339681566,,,,0.1,0.0001,group_cv,1,outer_fit
46,0.0018911006045527756,,,,0.1,0.0001,group_cv,1,outer_fit
47,0.001805156545015052,,,,0.1,0.0001,group_cv,1,outer_fit
48,0.0010047849675174803,,,,0.1,0.0001,group_cv,1,outer_fit
49,0.0020167549140751363,,,,0.1,0.0001,group_cv,1,outer_fit
50,0.0013984429300762714,,,,0.1,0.0001,group_cv,1,outer_fit
51,0.0006302734429482371,,,,0.1,0.0001,group_cv,1,outer_fit
52,0.0005746408773120492,,,,0.1,0.0001,group_cv,1,outer_fit
53,0.0015123286022571847,,,,0.1,0.0001,group_cv,1,outer_fit
54,0.0009105582314077765,,,,0.1,0.0001,group_cv,1,outer_fit
55,0.0009457662483328022,,,,0.1,0.0001,group_cv,1,outer_fit
56,0.0011558303362107837,,,,0.1,0.0001,group_cv,1,outer_fit
57,0.0007847699889680371,,,,0.1,0.0001,group_cv,1,outer_fit
58,0.0005953312807832845,,,,0.1,0.0001,group_cv,1,outer_fit
59,0.0005528266308829188,,,,0.1,0.0001,group_cv,1,outer_fit
60,0.000518667628057301,,,,0.1,0.0001,group_cv,1,outer_fit
1,1.1396695290293013,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
2,0.7406953317778451,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
3,0.48921665123530794,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
4,0.3766340272767203,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
5,0.2579609198229654,0.8500000000000001,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
6,0.1834866532257625,0.8500000000000001,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
7,0.12025912957532066,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
8,0.12998812911765917,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
9,0.08012883311935834,0.9142857142857144,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
10,0.053606899455189705,0.9142857142857144,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
11,0.0541997349687985,0.9142857142857144,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
12,0.040203755987542014,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
13,0.04290232261908906,0.9142857142857144,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
14,0.03344790717320783,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
15,0.0258459865248629,0.9142857142857144,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
16,0.031696989334055355,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
17,0.029351290514958755,0.9142857142857144,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
18,0.02146141297583069,0.8682692307692308,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
19,0.012995333743414708,0.9142857142857144,3.0,1.0,0.1,0.001,group_cv,2,inner_tuning
1,1.1696088484355383,0.7095238095238096,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
2,0.7787348542894635,0.8336038961038961,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
3,0.5775444039276668,0.8958333333333334,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
4,0.38063688363347736,0.8958333333333334,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
5,0.3094593456813267,0.8958333333333334,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
6,0.1931574089186532,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
7,0.1529724331838744,0.9333333333333333,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
8,0.1577509907739503,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
9,0.1054255845291274,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
10,0.088991180062294,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
11,0.05808168250535216,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
12,0.05078210947769029,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
13,0.0658996616091047,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
14,0.03522163922233241,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
15,0.02484698380742754,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
16,0.014110133051872253,0.945054945054945,3.0,2.0,0.1,0.001,group_cv,2,inner_tuning
1,1.1380333730152674,0.8226190476190476,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
2,0.8248815621648516,0.8226190476190476,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
3,0.5844325082642692,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
4,0.4409931004047394,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
5,0.2956819257565907,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
6,0.17458330201251165,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
7,0.1774831669671195,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
8,0.15195519743221148,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
9,0.139566179897104,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
10,0.12905238888093404,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
11,0.09531478849904877,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
12,0.11198564459170614,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
13,0.0927735407437597,0.8617216117216118,3.0,3.0,0.1,0.001,group_cv,2,inner_tuning
1,1.1647232234477998,,,,0.1,0.001,group_cv,2,outer_fit
2,0.696518075466156,,,,0.1,0.001,group_cv,2,outer_fit
3,0.4125891953706741,,,,0.1,0.001,group_cv,2,outer_fit
4,0.28773539811372756,,,,0.1,0.001,group_cv,2,outer_fit
5,0.19665916860103608,,,,0.1,0.001,group_cv,2,outer_fit
6,0.13676927126944066,,,,0.1,0.001,group_cv,2,outer_fit
7,0.1335599858313799,,,,0.1,0.001,group_cv,2,outer_fit
8,0.10369047485291957,,,,0.1,0.001,group_cv,2,outer_fit
9,0.08048566058278084,,,,0.1,0.001,group_cv,2,outer_fit
10,0.0731031384319067,,,,0.1,0.001,group_cv,2,outer_fit
11,0.04737243242561817,,,,0.1,0.001,group_cv,2,outer_fit
12,0.05654270760715008,,,,0.1,0.001,group_cv,2,outer_fit
13,0.043629896640777585,,,,0.1,0.001,group_cv,2,outer_fit
14,0.022612522449344398,,,,0.1,0.001,group_cv,2,outer_fit
15,0.026153023820370436,,,,0.1,0.001,group_cv,2,outer_fit
16,0.02285968684591353,,,,0.1,0.001,group_cv,2,outer_fit
17,0.015236470033414662,,,,0.1,0.001,group_cv,2,outer_fit
18,0.010753564210608602,,,,0.1,0.001,group_cv,2,outer_fit
19,0.03293389214668423,,,,0.1,0.001,group_cv,2,outer_fit
20,0.020773871731944383,,,,0.1,0.001,group_cv,2,outer_fit
21,0.014360107900574803,,,,0.1,0.001,group_cv,2,outer_fit
22,0.01075449630152434,,,,0.1,0.001,group_cv,2,outer_fit
23,0.009906941303052008,,,,0.1,0.001,group_cv,2,outer_fit
24,0.007598125841468573,,,,0.1,0.001,group_cv,2,outer_fit
25,0.011364039790350944,,,,0.1,0.001,group_cv,2,outer_fit
26,0.005030834802892059,,,,0.1,0.001,group_cv,2,outer_fit
27,0.005992545082699507,,,,0.1,0.001,group_cv,2,outer_fit
28,0.004573893756605685,,,,0.1,0.001,group_cv,2,outer_fit
29,0.0037661649752408267,,,,0.1,0.001,group_cv,2,outer_fit
30,0.002414887375198305,,,,0.1,0.001,group_cv,2,outer_fit
31,0.0017032424511853606,,,,0.1,0.001,group_cv,2,outer_fit
32,0.0027367590460926293,,,,0.1,0.001,group_cv,2,outer_fit
33,0.005868749530054629,,,,0.1,0.001,group_cv,2,outer_fit
34,0.008450474083656446,,,,0.1,0.001,group_cv,2,outer_fit
35,0.011336016585119069,,,,0.1,0.001,group_cv,2,outer_fit
36,0.007760645123198628,,,,0.1,0.001,group_cv,2,outer_fit
37,0.005800993763841689,,,,0.1,0.001,group_cv,2,outer_fit
38,0.00792626048787497,,,,0.1,0.001,group_cv,2,outer_fit
39,0.004010292491875589,,,,0.1,0.001,group_cv,2,outer_fit
40,0.001795655902242288,,,,0.1,0.001,group_cv,2,outer_fit
41,0.0014485038933344184,,,,0.1,0.001,group_cv,2,outer_fit
42,0.0027152698254212736,,,,0.1,0.001,group_cv,2,outer_fit
43,0.0017055570118827746,,,,0.1,0.001,group_cv,2,outer_fit
44,0.0010581881448160856,,,,0.1,0.001,group_cv,2,outer_fit
45,0.001023415374220349,,,,0.1,0.001,group_cv,2,outer_fit
46,0.0006788273836718872,,,,0.1,0.001,group_cv,2,outer_fit
47,0.000694860951625742,,,,0.1,0.001,group_cv,2,outer_fit
48,0.0006485985068138689,,,,0.1,0.001,group_cv,2,outer_fit
49,0.0022304405720205978,,,,0.1,0.001,group_cv,2,outer_fit
50,0.0009343151526991278,,,,0.1,0.001,group_cv,2,outer_fit
51,0.0012676426296820865,,,,0.1,0.001,group_cv,2,outer_fit
52,0.006588503970124293,,,,0.1,0.001,group_cv,2,outer_fit
53,0.0009493278659647331,,,,0.1,0.001,group_cv,2,outer_fit
54,0.0036952790745999665,,,,0.1,0.001,group_cv,2,outer_fit
55,0.014114732504822314,,,,0.1,0.001,group_cv,2,outer_fit
56,0.003749134886311367,,,,0.1,0.001,group_cv,2,outer_fit
57,0.0026168589654844256,,,,0.1,0.001,group_cv,2,outer_fit
58,0.0012261160489288158,,,,0.1,0.001,group_cv,2,outer_fit
59,0.0011481703113531694,,,,0.1,0.001,group_cv,2,outer_fit
60,0.0005627400299999863,,,,0.1,0.001,group_cv,2,outer_fit
1,1.2424224785396032,0.8617216117216118,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
2,0.841471186705998,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
3,0.5879132577351162,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
4,0.37433367541858126,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
5,0.21729162761143275,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
6,0.17125171635832107,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
7,0.13082222321203776,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
8,0.08941411333424705,0.8682692307692308,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
9,0.07301838908876691,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
10,0.05774958963905062,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
11,0.03810744360089302,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
12,0.027284507240567888,0.945054945054945,1.0,1.0,0.05,0.001,group_cv,3,inner_tuning
1,1.1535453796386719,0.7708333333333334,1.0,2.0,0.05,0.001,group_cv,3,inner_tuning
2,0.8703683274132865,0.8726190476190477,1.0,2.0,0.05,0.001,group_cv,3,inner_tuning
3,0.6131558247974941,0.9415584415584416,1.0,2.0,0.05,0.001,group_cv,3,inner_tuning
